#,$id,Information society indicator,Geopolitical entity (declaring),"Period of time (a=annual, q=quarterly, m=monthly, d=daily, c=cumulated from January)","Individuals using the Internet, by place of use"
prop,,http://epp.eurostat.ec.europa.eu/def/tin00075#indic_is,http://epp.eurostat.ec.europa.eu/def/tin00075#geo,http://epp.eurostat.ec.europa.eu/def/tin00075#time,http://epp.eurostat.ec.europa.eu/def/tin00075#tin00075
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#AT,2005,41
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#AT,2006,47
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#AT,2007,55
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#AT,2008,57
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#AT,2009,64
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#AT,2010,68
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#AT,2011,75
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PL,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PL,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PL,2004,15
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PL,2005,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PL,2006,26
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PL,2007,33
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PL,2008,40
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PL,2009,50
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PL,2010,54
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PL,2011,58
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PT,2002,12
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PT,2003,15
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PT,2004,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PT,2005,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PT,2006,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PT,2007,27
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PT,2008,34
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PT,2009,39
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PT,2010,45
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#PT,2011,50
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#RO,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#RO,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#RO,2004,5
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#RO,2005,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#RO,2006,11
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#RO,2007,16
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#RO,2008,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#RO,2009,28
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#RO,2010,31
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#RO,2011,36
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SI,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SI,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SI,2004,26
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SI,2005,35
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SI,2006,41
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SI,2007,45
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SI,2008,48
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SI,2009,54
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SI,2010,62
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SI,2011,63
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SK,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SK,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SK,2004,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SK,2005,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SK,2006,24
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SK,2007,34
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SK,2008,49
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SK,2009,56
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SK,2010,67
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SK,2011,68
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#FI,2002,41
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#FI,2003,45
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#FI,2004,49
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#FI,2005,56
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#FI,2006,65
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#FI,2007,70
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#FI,2008,75
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#FI,2009,78
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#FI,2010,82
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#FI,2011,86
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SE,2002,59
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SE,2003,65
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SE,2004,69
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SE,2005,71
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SE,2006,77
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SE,2007,73
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SE,2008,82
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SE,2009,85
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SE,2010,88
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#SE,2011,90
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#UK,2002,44
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#UK,2003,50
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#UK,2004,51
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#UK,2005,55
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#UK,2006,55
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#UK,2007,62
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#UK,2008,69
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#UK,2009,77
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#UK,2010,79
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#UK,2011,81
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#IS,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#IS,2003,69
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#IS,2004,65
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#IS,2005,77
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#IS,2006,80
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#IS,2007,84
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#IS,2008,87
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#IS,2009,89
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#IS,2010,91
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#IS,2011,93
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#NO,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#NO,2003,60
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#NO,2004,62
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#NO,2005,67
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#NO,2006,73
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#NO,2007,79
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#NO,2008,84
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#NO,2009,87
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#NO,2010,89
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#NO,2011,91
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#CH,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#CH,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#CH,2004,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#CH,2005,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#CH,2006,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#CH,2007,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#CH,2008,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#CH,2009,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#CH,2010,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#CH,2011,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#ME,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#ME,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#ME,2004,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#ME,2005,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#ME,2006,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#ME,2007,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#ME,2008,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#ME,2009,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#ME,2010,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#ME,2011,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#HR,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#HR,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#HR,2004,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#HR,2005,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#HR,2006,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#HR,2007,29
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#HR,2008,34
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#HR,2009,42
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#HR,2010,48
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#HR,2011,53
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#MK,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#MK,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#MK,2004,8
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#MK,2005,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#MK,2006,8
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#MK,2007,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#MK,2008,26
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#MK,2009,40
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#MK,2010,45
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#MK,2011,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#TR,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#TR,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#TR,2004,4
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#TR,2005,4
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#TR,2006,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#TR,2007,13
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#TR,2008,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#TR,2009,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#TR,2010,24
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IHM,http://epp.eurostat.ec.europa.eu/def/geo#TR,2011,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EU27,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EU27,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EU27,2004,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EU27,2005,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EU27,2006,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EU27,2007,24
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EU27,2008,26
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EU27,2009,27
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EU27,2010,28
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EU27,2011,30
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EA,2002,14
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EA,2003,16
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EA,2004,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EA,2005,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EA,2006,22
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EA,2007,25
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EA,2008,27
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EA,2009,28
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EA,2010,29
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#EA,2011,31
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BE,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BE,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BE,2004,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BE,2005,18
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BE,2006,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BE,2007,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BE,2008,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BE,2009,30
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BE,2010,31
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BE,2011,36
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BG,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BG,2003,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BG,2004,6
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BG,2005,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BG,2006,10
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BG,2007,12
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BG,2008,11
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BG,2009,14
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BG,2010,15
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#BG,2011,17
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CZ,2002,:
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CZ,2003,13
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CZ,2004,14
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CZ,2005,14
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CZ,2006,20
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CZ,2007,21
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CZ,2008,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CZ,2009,23
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CZ,2010,27
,,http://epp.eurostat.ec.europa.eu/def/indic_is#I_IWRK,http://epp.eurostat.ec.europa.eu/def/geo#CZ,2011,26
